,opportunity_id,title,hits,summary,category_id,category_desc,org_title
428,5313,2011 World Science Festival Volunteers Needed! ,249,"The World Science Festival, returning to New York City June 1-5, 2011 with a sweeping array of cutting-edge science programs designed to make the esoteric understandable and the familiar fascinating, is once again looking to assemble the best volunteer team in the business!",1.0,Strengthening Communities,2011 World Science Festival
429,5055,Stop 'N' Swap,31,"Stop 'N' Swap reduces NYC's waste by finding new homes for unwanted, but usable items.  Help sort, fold and display items to make this a fun free reuse experience for all.",4.0,Environment,Office of Recycling Outreach and Education
430,5616,Pantry Packing Tuesday,141,Volunteers help with organizing pantry and pre-packing grocery bags and produce orders.,2.0,Helping Neighbors in Need,Yorkville Common Pantry
431,5666,Computer Training,242,Volunteers needed to teach seniors basic computer skills.,1.0,Strengthening Communities,Citymeals-on-Wheels
432,5557,Grant Research (Fundraising and Developement ),98,NYAWC is seeking a volunteer to help research grant opportunities. Our programs and services for abused women and their children are funded by a combination of public and private sources.,2.0,Helping Neighbors in Need,New York Asian Women's Center
433,5521,Tutors Needed: High School of Art and Design,286,Learning Leaders currently seeks tutors to help in all subject areas at High School of Art and Design.  The High School of Art and Design is the only high school for the development of artists interested in the commercial arts. Studio classes are conducted as in a professional agency.,3.0,Education,Learning Leaders
434,5173,Brooklyn Special Olympics Bowling Tournament,122,Volunteers are needed to help developmentally disabled adults at a bowling tournament.  No bowling skills are required.,2.0,Helping Neighbors in Need,Brooklyn Special Olympics
435,5233,Tutor Students with FC Harlem,475,Volunteers will be responsible for helping the student-athletes complete their homework assignments and study for upcoming exams.,3.0,Education,FC Harlem
436,5762,Starrett City Senior Center Line Dancer Instructor,10,Come and share your dancing techiques,5.0,Health,Jewish Association for Services for the Aged (JASA)
437,5208,Volunteer Writing Mentor,673,"ATTENTION PROFESSIONAL WOMEN WRITERS: SHARE YOUR CRAFT AND WORK ONE-TO-ONE  WITH AN ASPIRING TEEN WRITER!  EXTENDED DEADLINE - JULY 11, 2011  APPLY NOW TO BE A VOLUNTEER WRITING MENTOR FOR A HIGH SCHOOL GIRL.",3.0,Education,Girls Write Now
438,5172,Fitness Instructor for Seniors,201,A program for seniors to encourage fitness.,5.0,Health,Metropolitan Council on Jewish Poverty
439,5679,Help Clean Up after Hurricane Irene in Manhattan,857,Help clean up tree limbs and debris that came down during Hurricane Irene.,6.0,Emergency Preparedness,NYC Service
440,5239,Liver Life Walk 2011,160,Did you know that 1 in 10 people in the United States face a future with liver disease?The American Liver Foundation is working toward a world free of liver disease and we need your help!Together we will make a difference.Join the American Liver Foundation as a Liver Life Walk Volunteer Crew Member!,1.0,Strengthening Communities,American Liver Foundation
441,5639,Volunteer for an Outreach Campaign on Public Benefits,157,Volunteers needed for an outreach campaign marketing Food Access and Medicaid within the 5 boroughs of NYC.,2.0,Helping Neighbors in Need,New York Legal Assistance Group
442,4989,CDSC's 3rd Annual Starving Artist Art Show ,28,"A free family friendly event, featuring local art, live entertainment and free art classes for the entire family.",1.0,Strengthening Communities,Child Development Support Corp
443,5047,Public Relations Intern ,385,"Seeking a highly motivated and energetic Public Relations Intern, who will be responsible for executing our public relations goals. The Public Relations Intern will write and edit press releases, arrange media interviews and maintain an on-going relationship with media professionals and the public.",1.0,Strengthening Communities,"Spoons Across America dba Farm to Table, Inc."
444,5344,Summer Workshop Volunteer,546,"Girls Inc. of NYC seeks Summer Workshop Volunteers to support the Girls Inc. program facilitators.  Volunteers will support individual girls and small groups, while the girls explore various topics including Art, Theatre, Economic Literacy and Career Skill Building.",3.0,Education,Girls Incorporated Of New York City
445,5159,JASA Volunteer ESL Teacher at H.E.S. Senior Center,274,"We are in need of a volunteer to teach an ESL class at our H.E.S. Senior Center, located in Canarsie.",2.0,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA)
446,5632,Volunteer Manager for Care to Share Project,115,UJA is currently looking for volunteer managers for its Care to Share Project.,3.0,Education,New York Legal Assistance Group
447,5678,Volunteer at a Hurricane Irene Evacuation Center - Queens,136,"Hundreds of New Yorkers spent Saturday night in a City shelter as a result of Hurricane Irene.  Help volunteers as they wake up, spend the morning in the shelter, and transition home.",6.0,Emergency Preparedness,NYC Service
448,5419,Grant Proposal Preparation for Professionals,64,"Successful grant proposal preparation not only requires a deep understanding of the organization that one is preparing the grant for, but also an understanding of the grantmakers’ expectations. To prepare the most effective grant proposal, an organization should have a plan of attack",1.0,Strengthening Communities,Catchafire
449,5496,NYC Summer Meals Outreach Day,1446,"Volunteer with Share Our Strength, the Coalition Against Hunger, CIty Harvest, The Food Bank for NYC and the Citizens Committee for Children on  July 16th from 10 to 3 to support summer meals.",2.0,Helping Neighbors in Need,Share Our Strength 
450,5138,Health Insurance Claims Manager,236,"Position entails completing mental health claim forms monthly, tracking payments and interfacing with insurance companies regarding payments, etc.",1.0,Strengthening Communities,Institute For Human Identity
451,4983,Help New Yorkers Affected by the Storm in the Bronx ,1130,"Thousands of New Yorkers aren’t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs.  If you’re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",2.0,Helping Neighbors in Need,NYC Service
452,5435,Photo Essay for Professionals,104,"Photography is a powerful way for an organization to showcase its work, the communities and constituents it serves, and create a visual and emotional appeal to its supporters.",1.0,Strengthening Communities,Catchafire
453,5680,costume making,111,"We need a volunteer to help us hand sew our costumes .  Volunteer should be able to teach childen  to sew by hand - September 17, 24, Oct. 1 and 8",1.0,Strengthening Communities,The Neighborhood Work Play Kids Theater
454,5651,Volunteer Dance Instructor,15,PAL Brownsville Beacon Center (BBC) seeks dedicated volunteer dance instructor to train 20 middle school and teen participants with or without formal dance experience.,5.0,Health,Police Athletic League Of New York
455,5325,Marketing and Communications Intern,276,"The marketing and communications intern will assist with social media efforts, research, development of marketing materials and fundraising.",1.0,Strengthening Communities,Brooklyn Community Services
456,5161,Volunteer at the Police Museum--55+ Only,150,Help preserve the history of one of the oldest and largest police establishments in the world. Become a docent and share the wonderful stories of the New York City Police Department.,1.0,Strengthening Communities,Community Service Society/Retired & Senior Volunteer Program (RSVP)
457,5256,Help Run A Museum Store,582,"If you love the museum enviorment and are availible on Wednesday or Friday afternoons ,Thursday or Friday mornings? Consider helping a  local museum staff its shop.",1.0,Strengthening Communities,Community Service Society/Retired & Senior Volunteer Program (RSVP)
458,5195,Science Center Open House Volunteers!,28,"The Iridescent NYC Science Studio (www.iridescentlearning.org) aims to evolve the press-and-watch science center model into a hub of design, creativity, and learning by doing. We are looking for volunteers to operate cool exhibits at our first open house!",3.0,Education,Iridescent
459,5611,Exercise Coach/Instructor,203,Volunteer needed with knowledge of exercising to assist with the development of an exercise program for hospital staff during the work week/work day.,5.0,Health,Bellevue Hospital
460,5468,Transportation Alternatives Bike Valet,380,"Nothing says summer like outdoor concerts, bicycles, free dinner and loads of Transportation Alternatives (T.A.) volunteering. We've got the full package with T.A. Bike Valet and we're in need of volunteer help at our Celebrate Brooklyn and Brooklyn Bridge Park Movies with a View valet stations.",4.0,Environment,Transportation Alternatives
461,5368,Volunteer to Assist Homeless Adults with Resume Building,206,"Mainchance drop-in center for homeless and hungry adults seeks a volunteer to help our clients construct effective and professional resumes and, in turn, help them obtain employment.",2.0,Helping Neighbors in Need,Grand Central Neighborhood Social Services Corporation
462,5526,Join the ING NYC Marathon and Run for Art Programs: Team Free Arts! ,267,Free Arts NYC  is recruiting volunteers to join Team Free Arts and raise funds for our unique art and mentoring programs.,1.0,Strengthening Communities,Free Arts NYC
463,5231,Volunteer at StreetSquash Summer Discovery 2011!,2498,"Help squash barriers to success this summer at StreetSquash's Summer Discovery Program! Turn summer learning into fun by volunteering with 11 to 14 year olds on the squash courts, in academic enrichment sessions, and in a variety of other activities.",3.0,Education,Street Squash
464,5298,"Chefs, Nutritionists and Foodies Wanted!",826,"We are looking for chefs, culinary students, dietitians, and home cooks to teach formerly homeless individuals how to prepare healthy and affordable meals in Brooklyn.",5.0,Health,"Services for the UnderServed, Inc."
465,5493,Susan G. Komen for the Cure's Greater NYC Affiliate Needs Volunteers,3816,"Help the fight against breast cancer by volunteering with Komen Greater NYC-- advertise September's Race for the Cure at an outdoor farmer's market, help out one of our other summer initiatives, or volunteer on Race for the Cure Weekend 2011!",5.0,Health,The Greater New York City Affiliate Of Susan G. Komen For The Cure
467,4962,Outreach and Marketing Assistant,471,The individual in this role will work closely with the Director of Communications and Community Outreach to bring information about NIP's psychotherapy services to the New York community.,1.0,Strengthening Communities,National Institute for the Psychotherapies
468,5167,Volunteer at Highland Park Strawberry Festival,200,"Help out with arts and crafts, face painting, games and a strawberry eating contest at Highland Park, Queens.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
469,5010,Emergency Preparedness Organization Seeks Community Trainers,246,World Cares Center will be providing 15 training sessions to a group of Brooklyn youth ages 13-18 on preventing and responding to emergencies.  We are looking for individuals who can co-facilitate the delivery of these sessions which will take place for 1 hour a week from March-June 2011.,6.0,Emergency Preparedness,World Cares Center
470,5401,"Nepali, Bangla and Punjabi translators needed!",150,Do you speak a South Asian language?  Are you interested in empowering NYC immigrants through community outreach and education?,2.0,Helping Neighbors in Need,Chhaya Community Development Corporation
471,5086,Leadership Counselor for High School Youth,266,"Tutor and Mentor with YALLA (Young Arabs, Learning, Leading, Advancing), the high school youth program at the Arab American Association of New York.",3.0,Education,Arab American Association Of New York
472,5219,Computer Skills Tutor,538,KFT is seeking Computer Skills Tutors to instruct fifteen 3rd to 6th grade students at P.S. 59 in basic and relevant computer skills.  The Computer Skills Tutor will be part of a team of tutors who will work together to present classroom computer lessons and work in small groups with the students.,3.0,Education,Kids For Tomorrow
473,5153,Reading Program Volunteers,373,The Wendy Hilliard Foundation is looking for volunteers to come in on Saturday's from 3:30-6:30PM at Riverbank State Park to read with gymnastics students before or after they come to class.,3.0,Education,The Wendy Hilliard Foundation 
474,5582,Mural Artist Wanted ,94,Experienced mural artist needed to create a special mural for pre-schoolers,1.0,Strengthening Communities,Episcopal Social Services NYC
475,5403,Give the Gift of Bicycling!,133,Spend one hour this Saturday learning how to change others' lives by teaching them how to ride a bicycle!,2.0,Helping Neighbors in Need,Bike New York
476,5505,Troop Leader / Assistant Troop Leader,178,As a Leader you will serve as a mentor to a group of girls. Opportunities available in all 5 boroughs!,1.0,Strengthening Communities,Girl Scouts NYC
477,5191,August Movie Event volunteers needed in Queens,762,"Volunteers at this event will make popcorn, paint faces, and lead games.  The movies will be shown in the Far Rockaway Beach area of Queens.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
478,5491,Create cards for 9/11 National Day of Service,422,Create cards at home for this special event.  Mail cards to DOROT by 9/1/11,1.0,Strengthening Communities,DOROT
479,4988,Online / Social Media Marketing Intern/Volunteer,625,We are looking for a social-media and web-savvy intern/volunteer to help us launch and administer an online story contest to help build our brand awareness and get more potential volunteers and donors engaged with our cause.,1.0,Strengthening Communities,Greenwich Village Youth Council
480,5432,Motion Graphics Video for Professionals,28,"A motion graphics video offers a simple, visually engaging way to introduce an organization to a wider audience. Unlike traditional video, a motion graphics focuses on visual content or still images, so there is no need for a film shoot.",1.0,Strengthening Communities,Catchafire
481,5490,Class Wish Internship,603,Year round or summer internship in NYC or virtually,3.0,Education,ClassWish
482,5737,Queens:Yoga Fitness Instructor for Shape Up New York at Al Oerter !,119,NYC Parks and Recreation seeks your participation to enrich our recreation facilities!   Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Al Oerter Recreation Center. Volunteer opportunities are available for a variety of classes and activities...,5.0,Health,New York City Department of Parks & Recreation
483,5338,Volunteer-Foreclosure Prevention Project at NYLAG,45,The New York Legal Assistance Group is in need of a volunteer to assist with its Connect to Care/Foreclosure Defense Project.,2.0,Helping Neighbors in Need,New York Legal Assistance Group
484,5701,Volunteer for inMotion's Story by Story Stair Climb to End Domestic Violence,230,"Sign up to volunteer at inMotion's Story by Story stair climb fundraiser on Thursday, October 6th!",2.0,Helping Neighbors in Need,"inMotion, Inc."
485,5598,Graphic Designer,164,"The Family Center is currently seeking a volunteer graphic designer to donate their skills, time, and resources to help increase our awareness in the community mainly by creating digital and print invitations for a variety of events throughout the year.",1.0,Strengthening Communities,The Family Center
486,5245,Red Hook Family Festival,99,Public event for families with crafts and activities,1.0,Strengthening Communities,"The Puppetry Arts Theatre, Inc"
487,5519,Garden Greeter,232,"If you wish to escape the bustling city and enjoy beautiful surroundings, get involved and become an ambassador for the greatest Botanical Garden in the world!",4.0,Environment,The New York Botanical Garden
488,5262,CI Prep Corporate Volunteer Program,192,Coney Island Prep has a number of opportunities for groups of all sizes that can be tailored to meet the specific needs and interests of corporations.,1.0,Strengthening Communities,Coney Island Prep 
489,5063,Professional Development Trainers,275,The Police Athletic League of New York City seeks skilled volunteers to provide vocational training for teens and young adults.,2.0,Helping Neighbors in Need,Police Athletic League Of New York
490,5739,Employment Mentoring ,89,Helping those to help themselves,2.0,Helping Neighbors in Need,FEGS
491,5727,Park Volunteer Day,115,"Help us spread Fibar mulch on paths in the park, to create a safe walking surface.  September 17, from 2pm - 5pm.",4.0,Environment,Stuyvesant Cove Park
492,5306,Dirty Hands Wanted!,2192,Don’t need to have a green thumb but it doesn't hurt. We need muscle power to help maintain several raised beds filled with vegetables and flowers.,4.0,Environment,"Services for the UnderServed, Inc."
493,5713,Yoga Instructor,54,Need yoga instructor for adolescents in the inpatient psychiatry unit at Bellevue Hospital.,5.0,Health,Children of Bellevue
494,5453,Market Analysis for Income-Generating Organizations for Professionals,119,"Market analysis helps an organization understand the attractiveness of a market, its evolving opportunities, and threats in the external market as they relate to an organization's internal strengths and weaknesses.",1.0,Strengthening Communities,Catchafire
496,5479,Be a Chapter Ambassador!,361,"The Chapter Ambassadors will promote Society events, programs and outreach events as program support and as a Society representative at various events and programs directly benefiting people living with MS.",5.0,Health,National Multiple Sclerosis Society NYC Chapter
497,5183,"Back to School event in Little Bay Park, Queens",261,"Volunteers are needed for a Back to School event in Little Bay Park, Queens, in the following areas:singers, clowns, magicians, arts and crafts.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
498,5133,Communications & Public Relations Manager,189,"• Preparing press releases and updates to our website. •Working on the new “Greeter for a Day” program, in which CEOs and other top executives have the opportunity to be a Greeter in a neighborhood of their choice. •Updating press log and maintaining clip file.",1.0,Strengthening Communities,Big Apple Greeter
499,5168,Volunteer at Back to School Event-Queens,314,"Join other volunteers for a back to school event in Forest Park, Queens.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
500,5579,Be a Mentor and Make That Extraordinary Difference - 55+ Only,69,"The program seeks to match young adults, age 18 to 24 who have aged out of the foster care system, with professional mentors.",3.0,Education,Community Service Society/Retired & Senior Volunteer Program (RSVP)
501,5583,FPCJ Summer Worship Arts Camp,64,"Volunteers are needed to assist with FPCJ Summer Worship Arts Camp which will take place from Monday, August 8th-Friday, August 12th from 9 AM-12 PM.",1.0,Strengthening Communities,First Jamaica Community Urban Development Corporation
502,5411,Logo Design for Professionals,48,"A logo provides a visual identity that conveys an organization's values, mission, and brand. Visual branding provides a set of guidelines, fonts, and colors, which support an organization's logo and visual identity.",1.0,Strengthening Communities,Catchafire
503,5227,Figure Skating in Harlem Volunteer Tutor,66,Figure Skating in Harlem is a pioneering non-profit organization that provides girls ages 6-18 with vital educational and skating opportunities that build self-worth and promote physical well being and academic achievement.  Your work will benefit girls from a low-income community.,3.0,Education,Up2Us
504,5015,Career Gear,37,"Career Gear collects men's business clothing, and provides career counseling and mock interviews for clients, who are looking to enter or re-enter the workforce.",2.0,Helping Neighbors in Need,Street Project
505,5163,Senior Counselor   ,296,"Provide daily guidance to campers, lead camp activities, assist other counselors, actively participate with campers, plan and direct a portion of daily activities, maintain attendance records and other required paper work. Assume responsibility for safety and discipline of campers.",1.0,Strengthening Communities,No Doubt Inc.
506,5088,Need volunteers for Make Music New York Event ,382,"Each year on the first day of summer, public spaces in all five boroughs become informal musical stages for all New Yorkers, amateurs and professionals, to perform for friends, neighbors, and passers-by, turning the city into a festival of live music making.",1.0,Strengthening Communities,"Afro-Asian, Inc."
507,4966,Ecological Art: Costume & Puppet Design ,510,"Earth Celebrations 3rd Annual Hudson River Pageant, 2011  Join us to create river species puppets and costumes! Volunteer to participate in our Puppet & Costume Workshops to create the spectacular puppet and costumes for the parade, inspired by the native species and habitats of the Hudson River.",4.0,Environment,Earth Celebrations
508,5471,Single Mothers by Choice (SMC),593,We are having a conference/celebration later this year and are looking for volunteers with fundraising experience to help us.,1.0,Strengthening Communities,Single Mothers by Choice (SMC)
509,5098,Marketing/PR Volunteer,290,"ARTs East New York Inc. is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Interns should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",1.0,Strengthening Communities,ARTs East New York Inc.
510,5089,Web Designer Intern for Non-Profit Site,203,"Afro-Asian, Inc. is a New York City based non-profit organization that aims to promote the city’s rich multi- cultural heritage through music by supporting the development of local musicians and to expand access to music education to youth.",1.0,Strengthening Communities,"Afro-Asian, Inc."
511,5748,Making Strides Against Breast Cancer Volunteers Needed,153,"Help out the American Cancer Society in Central Park on October 16, 2011!",5.0,Health,American Cancer Society-Making Strides Against Breast Cancer
512,5633,College Mentor,209,Work in a classroom to help lead low-income secondary students develop plans to enact change within their communities.,3.0,Education,Generation Citizen
514,5705,Halloween Carnival/Haunted House Set Up,243,"Volunteer for 6th Annual Halloween Carnival set up and event in Park Slope, Bklyn.",1.0,Strengthening Communities,"The Puppetry Arts Theatre, Inc"
516,5221,Administrative Support Volunteer,508,"The Administrative Support Volunteer will assist QSAC staff in achieving the mission of the agency.  Volunteers are needed to help with office tasks such as filing, data entry, answering phones, making calls & follow up appointments, making copies, sending faxes, and general office duties.",1.0,Strengthening Communities,"QSAC, Inc. (Quality Services for the Autism Community)"
517,5647,Step Team Instructor,77,The PAL BBC Steppers Step team program seeks an instructor available on Wednesday from 5:00pm – 7:30pm and Saturday mornings from 11:00 am – 1:00 pm. The BBC Steppers will consist of about 20 middle school and teen participants with or without formal experience in stepping.,5.0,Health,Police Athletic League Of New York
518,5718,We Promote Knowledge & Love: Parade Day in Harlem,114,"Join one of The Laundromat Project's teaching artists Shani Peters and support this community interactive, social practice art project.  It’s easy; put on a sandwich board, grab a stack of flyers, and spread KNOWLEDGE and LOVE throughout Harlem!",1.0,Strengthening Communities,The Laundromat Project
521,5252,Passover Food Distribution Volunteer Needed!  ,28,Volunteers are needed to participate in Met Council’s Passover Food Distribution for families affected by domestic violence.,2.0,Helping Neighbors in Need,Metropolitan Council on Jewish Poverty
522,5039,Tutor Youth in Harlem --55+ Only,1759,Tutors needed in after school programs for high school and junior high school students in Harlem.,3.0,Education,Community Service Society/Retired & Senior Volunteer Program (RSVP)
523,5574,Girl Scout Series - East Harlem,120,"We are New York City’s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world  a better place.",1.0,Strengthening Communities,Girl Scouts NYC
525,5535,Civil Air Patrol America's Best kept secret (Brooklyn),239,"Civil Air Patrol has three congressionally mandated missions: Emergency Services, Aerospace Education and the Cadet Program.",1.0,Strengthening Communities,Civil Air Patrol
526,5218,Iridescent Science Studio Open House Volunteers,113,"Come out to the South Bronx to help us hold our first open house! We need volunteers to help staff the event and run educational exhibit tables. Help us express a love of learning, science, and engineering to the community in the poorest congressional district in the country.",1.0,Strengthening Communities,Iridescent
527,4972,E-Mentor ,387,icouldbe.org is an award-winning online mentoring program connecting middle and high school students from diverse communities with mentors from across the country.,3.0,Education,icouldbe.org
528,5224,GED Math/Humanities Tutor,322,"Pre-GED/GED Literacy and/or Math tutoring. Experience highly desirable but not essential. Proven ability to manage learners. Strong organizational, computer, verbal (oral and written) math, communication skills. Commitment to caring and helping others.",2.0,Helping Neighbors in Need,The HOPE Program
530,5057,Brooklyn Stop 'N' Swap,391,"Stop 'N' Swap reduces NYC's waste by finding new homes for unwanted, but usable items.  Help sort, fold and display items to make this a fun free reuse experience for all.",4.0,Environment,Office of Recycling Outreach and Education
531,5607,Intake Delivery Monday,139,Volunteers help with deliveries and organization of the pantry.,2.0,Helping Neighbors in Need,Yorkville Common Pantry
532,5591,iMentor: We Need More Male Mentors ,82,Join over a thousand professionals in NYC who mentor teens from underserved communities. Most of them had never served as mentors before joining but iMentor’s flexible and supportive mentoring model gave them the opportunity and confidence to try.,3.0,Education,iMentor
533,5422,Brand Identity for Professionals,34,"Creating a brand identity will explore an organization's history, values, vision, mission, and key stakeholders.",1.0,Strengthening Communities,Catchafire
534,5556,Inspire NY Recycling at Summer Streets 2011!,165,"Come enjoy the green summer experience of Park Avenue closed to car traffic for 7 miles, and help us save massive heaps of recyclable materials from going into landfills and incinerators! Volunteers are needed to run our recycling game and help monitor event recycling.",4.0,Environment,Office of Recycling Outreach and Education
535,5164,Activity Assistant  ,676,Provides instruction to camp participants for indicated activity or subject. Teaches the associated knowledge and skills and assists campers in achieving activity or lesson goals.,1.0,Strengthening Communities,No Doubt Inc.
536,5126,Sports Marketing Specialist,297,We are looking to attain a highly skilled sports marketing specialist who can assist securing sponsorship opportunities for our non-profit program and events.,1.0,Strengthening Communities,Big Apple Basketball
537,5430,Strategic Marketing Plan for Professionals,32,An effective marketing plan addresses an organization's medium to long term goals by leveraging limited resources to achieve maximum impact.,1.0,Strengthening Communities,Catchafire
538,5517,Help feed our Bronx community,299,"Momentum needs volunteers to help with a dinner program, located on East 165th Street near the Grand Concourse in the Bronx, offering a nutritious hot meal and pantry to take home, as well as social services.",2.0,Helping Neighbors in Need,The Momentum Project
539,5402,Volunteers at Governor's Island ,355,"Volunteers are needed Fridays, Saturdays, and Sundays. They would help open the site, greet visitors, explain the exhibition and help with our special events.",1.0,Strengthening Communities,"The West Harlem Art Fund, Inc."
540,5606,Fitness Instructor for Seniors,86,"Metropolitan Council on Jewish Poverty is one of New York's largest human services agencies, providing more than 100,000 New Yorkers with critical services in their fight against poverty and its effects every year.",5.0,Health,Metropolitan Council on Jewish Poverty
541,5297,Development/Fundraising Assistance,265,"Ideal volunteer should want to work to prevent domestic, interpersonal and family violence and willing to raise money to make this happen.",1.0,Strengthening Communities,"CONNECT, Inc."
542,5452,CEO Expert Advice for Professionals,58,"This project gives you the rare opportunity to meet with a seasoned CEO of a successful for-profit company that has at least $1,000,000 in annual revenue. You must be the Executive Director, or equivalent, of an organization to be eligible for this project.",1.0,Strengthening Communities,Catchafire
543,5541,French Translator,145,Volunteer needed to translate written materials from English to French.,2.0,Helping Neighbors in Need,"Services for the UnderServed, Inc."
544,5304,World Cares Center Annual Volunteer Recruitment Event ,3319,"We empower communities by training volunteers to prepare and respond to disasters. On 6/22/11, we will host an info session at our office where we are asking anyone interested in service to learn more about volunteer opportunities at WCC. Everyone has something to contribute.",6.0,Emergency Preparedness,World Cares Center
545,5625,Communications Intern,313,HAI is looking for two interns to work with the Director of Communications.,1.0,Strengthening Communities,Hospital Audiences Inc. (HAI)
546,5766,Volunteer with Brooklyn’s older adults!,128,"Heights and Hills is recruiting volunteers to support our elderly clients through a range of activities including weekly companionship, and help with one time tasks such as setting up email accounts or hanging drapes.",2.0,Helping Neighbors in Need,Heights and Hills
547,5082,Make a difference for the LGBTQ community of Queens!,3610,"Queens Pride House, the Lesbian, Gay, Bisexual, Trans, Queer/Questioning center of Queens is seeking volunteers in a variety of roles.  Join us for our next orientation session, February 25th at 6:30 to get more involved! For more information: http://queenspridehouse.org/volunteer-opportunities",1.0,Strengthening Communities,Queens Pride House
548,5709,It's My Park Day: Western John Muir Volunteer,99,Help with a forest restoratio project along the John Muir Trail of Van Cortlandt Park,1.0,Strengthening Communities,Friends of Van Cortlandt Park
549,5309,Volunteer program aide/escort,547,Assist staff in providing program and transportation to clients in a fun and challenging environment.,2.0,Helping Neighbors in Need,Park Slope Geriatric Day Center
550,5638,Volunteer Program Volunteer,191,NYAWC is seeking a volunteer to assist our Administration department with our busy office.,1.0,Strengthening Communities,New York Asian Women's Center
551,5337,Become An Activity Leader! --55+ Only,89,Manhattan/Brighton Beach Senior Center is looking for activity leaders for any and all topics! Volunteer once a week to share your particular field of interest with our members.  Contact us and we will help you develop an opportunity tailored specifically to you and your talents!,2.0,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP)
552,5171,Musician for Alzheimer's Program,361,"Bring the joy of music to seniors with Alzheimer's and related dementia at Lenox Hill Neighborhood House, the oldest and largest social and educational services organization on Manhattan's Upper East Side.",1.0,Strengthening Communities,The Lenox Hill Neighborhood House
553,5095,Newsletter Writer/Editor,263,Big Apple Greeter is looking for a volunteer to handle the writing and production of quarterly online newsletter.,1.0,Strengthening Communities,Big Apple Greeter
554,5327,Intern for Brooklyn Unlimited workshop,504,"BCS is seeking a motivated and outgoing individual with a strong interest in working with adults with disabilities in our BKLYN UNLTD workshop, our sub-assembly packing, shipping and labeling company.",1.0,Strengthening Communities,Brooklyn Community Services
556,5135,Grant Writer,173,Big Apple Greeter’s Director of Development seeks a part-time Volunteer Grant Writer. The ideal candidate will have a several years of grant-writing experience.,1.0,Strengthening Communities,Big Apple Greeter
557,5031,I would like to become a mentor,442,"A mentor’s main purpose is to help a child define individual goals and find ways to achieve them.  Since the expectation of each child will vary, the mentor’s job is to encourage the development of a flexible relationship that responds to both the mentor’s and the child’s needs.",3.0,Education,"Mentors Organized means Victory for Everyone,(MOVE)Inc."
558,5096,Events Coordinator,306,"ARTs East New York Inc. is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Volunteers should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",1.0,Strengthening Communities,ARTs East New York Inc.
559,5715,Website CMS Conversion Coordinator ,17,The BCA is currently in need for an individual to rewrite and convert our current Content Management Software to a more functional CMS (possible Drupal),1.0,Strengthening Communities,BCA
560,5425,Google Adwords Plan for Professionals,49,"This plan helps an organization determine how to spend its advertising dollars and manage this program. This project involves keyword research, ad copywriting, and account optimization guidelines.",1.0,Strengthening Communities,Catchafire
561,5396,Pharmacy Assistant,506,"We are currently accepting applications for FALL 2011  Volunteers are needed weekdays to assist in our pharmacy with packaging, labeling, delivering medications and also to perform minor filing and other clerical work .",2.0,Helping Neighbors in Need,"Jewish Home Lifecare, Manhattan Division"
562,5382,Coffee & Conversation Volunteer Opportunity,260,Help immigrants and new Americans practice their English through some Coffee & Conversation!,2.0,Helping Neighbors in Need,The Dialogue Project
563,5347,Governor's Island Family Festival,255,"Join the Governors Island Alliance on Saturday, May 28th for our seventh annual Family Festival in Nolan Park on Governors Island. Volunteers are needed to help set up and run activities for children ranging from theater games to arts and crafts projects. Please go to Bit.ly/GIAVolunteer to sign up!",1.0,Strengthening Communities,Governors Island Alliance
564,5045,Special Events Assistant,577,The Police Athletic League of New York City seeks talented and creative volunteers to assist with the planning and delivery of special events hosted by PAL throughout New York City.  Our events cater to youth and adults and are fun filled.,1.0,Strengthening Communities,Police Athletic League Of New York
565,5640,Volunteer for NYLAG's Food Stamps Project,197,"Volunteers needed to file for fair hearings, do client advocacy and screen clients for food stamps.",2.0,Helping Neighbors in Need,New York Legal Assistance Group
566,5650,Cosmetologist and Barber Volunteer Vocational Instructors,68,"PAL Brownsville Beacon Center (BBC) seeks dedicated Cosmetology and Barber Volunteer Instructors to educate participants in different areas and forms of hair care and beauty. Instructor must be able to instruct, explain, and demonstrate techniques and methods high school aged students.",3.0,Education,Police Athletic League Of New York
567,5621,Calling all Citizens: Improve Student Achievement in NYC by Teaching your Passion!,425,Share What YOU Know and Love: Become a Citizen Teacher!,3.0,Education,Citizen Schools
